Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,ClusterID,Cluster
1522,0,0.508263053,0.549552987,0.561164945,0.608887416,0.608880209,0.999051126,0.797476891,0.809380797,0.30350519,0.781636501,0.000162816,849000000.0,0.465806094,0.000245025,0.190302662,0.181113312,0.181113312,0.181113312,0.221518389,0.327721582,0.021961069,0.10447032,0.177600362,0.022109042,0.848073661,0.689590038,0.689590038,0.21762034,741000000.0,0.000461182,0.264093837,0.385473716,0.004552248,0.002737412,0.631604704,0.010103138,0.155485685,0.844514315,0.004975206,0.379003451,0.005365848,0.104108652,0.176336626,0.400847777,0.082458771,0.00081361,0.007770572,7180000000.0,6430000000.0,0.027096774,0.013260285,0.395931797,0.028534855,0.726712137,0.185946247,0.297178149,0.018716253,0.002791248,0.000829235,0.119553124,0.35038709,0.276286884,0.004903358,0.729451492,0.729849235,0.332814894,0.01431501,0.934498079,0.002329322,0.016185533,0.000148875,9480000000.0,0.593882377,2620000000.0,0.671569752,0.671276392,0.729451492,0.332814894,0.119458994,0.640574853,0.458888025,0.61352329,0.314104599,0.062265912,0,0.805363601,0.003632105,0.694141117,0.6088829,0.840957776,0.282106444,0.026916217,0.565691608,1,0.023268884,3,3
1524,0,0.447131088,0.506487135,0.493763049,0.595864743,0.595864743,0.998952218,0.797346713,0.809275207,0.303484887,0.78153222,5300000000.0,0.0,0.460183018,0.000607061,0.0,0.16640681,0.16640681,0.16640681,0.194951309,0.311346113,0.13580471,0.089976386,0.153724486,0.022069724,0.847643877,0.687052723,0.687052723,0.217336705,5840000000.0,0.00039917,0.263490842,0.359636377,0.007233675,0.004812929,0.628928371,0.023003128,0.212443692,0.787556308,0.010353914,0.384558348,0.006098274,0.089924601,0.152695875,0.421073574,0.376311844,0.001134185,0.005571756,0.000338772,0.022815972,0.142419355,0.138777668,0.388096153,0.001271783,0.791108301,0.727555785,0.855270519,0.079838339,0.00598896,0.001936947,0.218724883,0.337085033,0.277509042,0.003569538,0.987966302,0.737794771,0.346408524,0.0,0.924913245,0.002125668,0.033106889,7710000000.0,6920000000.0,0.593925406,2220000000.0,0.671571503,0.014404584,0.987966302,0.346408524,0.110933234,0.639229719,0.458826702,0.540296446,0.313357485,0.040008969,0,0.775732341,0.000964277,0.623726974,0.595861396,0.836758868,0.291461744,0.026407671,0.562288344,1,0.016000469,3,3
1528,0,0.454102277,0.516844745,0.505273302,0.597226827,0.597363756,0.998960537,0.797235487,0.809169877,0.303272917,0.781435658,6870000000.0,0.0,0.462642275,0.000365037,0.0,0.167460284,0.167460284,0.167460284,0.208565756,0.319339322,0.010148676,0.095187688,0.164645628,0.022257733,0.848155303,0.68957639,0.68956756,0.21761503,5440000000.0,0.000419857,0.26423293,0.37900041,0.005480794,0.002328173,0.629186244,0.009087261,0.147595006,0.852404994,0.004977987,0.375506338,0.005365848,0.095176446,0.164444612,0.400622703,0.046476762,0.000906942,0.00697729,319000000.0,469000000.0,0.019193548,0.014338381,0.391929174,0.038838703,0.743725897,0.128701158,0.304893573,0.020323163,0.002252247,0.001046003,0.102848411,0.343155676,0.273271806,0.008689558,0.658967598,0.731357528,0.331588398,0.000101353,0.913874844,0.002083252,0.013075513,0.000245217,0.00010418,0.5939004,4400000000.0,0.671582268,0.545774685,0.658967598,0.331588398,0.11099188,0.648886433,0.460302944,0.576549349,0.315673054,0.052225878,0,0.784709739,0.01138168,0.621082901,0.597225955,0.839003015,0.281369638,0.026454934,0.562807129,1,0.024705099,3,3
1542,0,0.492078194,0.553750545,0.54344451,0.599388864,0.599388864,0.998959613,0.797499302,0.809413607,0.303736013,0.781678466,0.000102107,2700000000.0,0.482326397,1000000.0,0.049094038,0.204458303,0.204458303,0.204458303,0.223409284,0.328782627,0.017711027,0.095106262,0.177449725,0.02203344,0.847913201,0.693795013,0.693795013,0.218461779,5630000000.0,0.00045412,0.264296649,0.389953802,0.012916652,0.012378242,0.630612594,0.001229265,0.034918523,0.965081477,0.007019248,0.369637181,0.008374768,0.095103164,0.176223513,0.39556257,0.077961019,0.000576223,0.010959068,0.00046125,0.000354041,0.019032258,0.019623107,0.39187264,0.006503175,0.787361488,0.24948463,0.248160029,0.031688303,0.012580581,0.004556193,0.036509152,0.398442701,0.277008872,0.001222778,0.917921967,0.733647085,0.327272049,0.0,0.937242935,0.002484531,0.009565132,0.000115973,0.00012263,0.593962061,42200000.0,0.671571146,0.108491106,0.917921967,0.327272049,0.110933234,0.641811752,0.458529078,0.6359956,0.314447549,0.022680083,0,0.810207967,0.006512654,0.624394498,0.59938805,0.840792559,0.275670422,0.026791213,0.565158664,1,0.108097904,3,3
1548,0,0.559108858,0.603030964,0.595856309,0.6618213,0.6618213,0.999350393,0.797750667,0.809575312,0.303357754,0.781855449,0.000712783,0.000471324,0.47840769,0.000430043,0.232918312,0.180860478,0.180860478,0.180860478,0.233525574,0.325847068,0.014716336,0.121895611,0.190178504,0.022166771,0.848343432,0.689791552,0.689791552,0.217638727,6570000000.0,0.000494496,0.264483919,0.388267948,0.017286686,0.015068866,0.630705059,0.001543877,0.042597575,0.957402425,0.005137775,0.369637181,0.005365848,0.121899783,0.188590604,0.396434729,0.094452774,0.000947521,0.006668175,6340000000.0,8400000000.0,0.021774194,0.004330009,0.397559983,0.006618431,0.822622286,0.410456309,0.401301199,0.139670215,0.017076022,0.016699184,0.044001743,0.387920207,0.276990212,0.000897428,0.92368398,0.735407568,0.327537106,0.0,0.945023051,0.002311836,0.085920302,0.000167359,0.000177567,0.59399541,0.000161936,0.671551887,0.574862468,0.92368398,0.327537106,0.110933234,0.620153953,0.446560354,0.634396853,0.312075001,0.016970312,0,0.837144272,0.000178096,0.623841107,0.6618212,0.842279096,0.27589906,0.026813651,0.565263419,1,0.089723557,3,3
1558,0,0.479549554,0.52333188,0.525777611,0.594207181,0.594207181,0.998957071,0.797372859,0.809300075,0.303520659,0.78155608,2160000000.0,441000000.0,0.447688785,0.000133013,0.0,0.185327209,0.185327209,0.185327209,0.210740286,0.300381976,0.101123765,0.093559156,0.167357084,0.022138704,0.848138445,0.689621863,0.689621863,0.217617715,8350000000.0,0.000439896,0.264352597,0.355091092,0.014637708,0.01018669,0.62946535,0.005045641,0.10511836,0.89488164,0.005317029,0.374848742,0.005365848,0.093515397,0.166375085,0.402300036,0.497751124,0.002933866,0.002155266,0.000665698,0.000645293,0.083870968,0.05373735,0.391295991,0.010410207,0.852593928,0.529354341,0.633309436,0.163536837,0.011831337,0.010590784,0.08164041,0.310511256,0.277144376,0.007596901,0.728543097,0.738464183,0.329524217,0.004777156,0.929757021,0.002176413,0.015541314,4450000000.0,4040000000.0,0.593938343,3950000000.0,0.671574172,0.350065151,0.728543097,0.329524217,0.115357284,0.652974926,0.461681562,0.460788706,0.316021364,0.020032996,0,0.791071627,0.000868088,0.62803994,0.594208964,0.839689364,0.278438463,0.026508294,0.563316674,1,0.035996605,3,3
1569,0,0.465997173,0.53281727,0.518068419,0.595828709,0.595828709,0.998952333,0.797381436,0.809305413,0.303545312,0.781547659,5230000000.0,0.0,0.479805071,0.000508051,0.0,0.187139185,0.187139185,0.187139185,0.213198449,0.328252104,0.016470802,0.094536276,0.169993221,0.022038639,0.847740483,0.689113921,0.689113921,0.217526632,5780000000.0,0.000479873,0.263888695,0.386870832,0.013444576,0.009368212,0.635732045,0.004409123,0.096139311,0.903860689,0.005226067,0.371454517,0.005365848,0.094549481,0.169029485,0.395817117,0.071964018,0.005131223,0.001232191,992000000.0,0.000102127,0.021612903,0.024737453,0.39126207,0.031055552,0.792612747,0.196488614,0.274805963,0.185079867,0.009359857,0.025056552,0.038803839,0.361762735,0.277256631,0.010895738,0.371744511,0.734495637,0.32769867,0.0,0.931355541,0.002225201,0.005666159,0.000143242,0.000105172,0.593973925,0.000269805,0.671609712,0.375728225,0.371744511,0.32769867,0.110933234,0.676133783,0.467941107,0.631292456,0.319161949,0.021798328,0,0.795785257,0.001993075,0.624971425,0.595827192,0.840029105,0.277977029,0.038074336,0.569765728,1,0.039603927,3,3
1572,0,0.467947155,0.514391627,0.511162268,0.60110408,0.601176148,0.998987806,0.797312543,0.809233023,0.303350745,0.78147636,0.00010257,2950000000.0,0.464896874,0.000321032,0.0,0.174750327,0.174750327,0.174750327,0.204973055,0.324962863,0.024123902,0.098281899,0.164043082,0.022036933,0.847949222,0.688961487,0.688961487,0.217541741,4990000000.0,0.000420406,0.26319323,0.384840356,0.005331029,0.004919606,0.629455418,0.007646431,0.134776431,0.865223569,0.005732795,0.376945668,0.008494808,0.098237986,0.163079707,0.398977523,0.098950525,0.000631004,0.010025745,0.000184768,0.000351771,0.029677419,0.013897742,0.393195541,0.004783689,0.738129423,0.384852605,0.411666155,0.190163944,0.004891185,0.007102561,0.141907538,0.351193959,0.276496503,0.001492034,1.0,0.7309767,0.333052099,0.0,0.932855994,0.002150433,0.028551613,0.000143881,0.000139682,0.593902747,0.000187358,0.671577331,0.152419558,1.0,0.333052099,0.110933234,0.649539385,0.460520785,0.610707774,0.315697851,0.053624144,0,0.782652683,0.002382466,0.62312587,0.601101601,0.838909529,0.280324336,0.026460286,0.562861616,1,0.027386119,3,3
1573,1,0.446497343,0.49547536,0.493763049,0.60647314,0.606422693,0.998906692,0.797282385,0.809206723,0.303467727,0.781451658,0.00026793,1000000000.0,0.463288124,0.000454045,0.0,0.147528549,0.147528549,0.147528549,0.201191264,0.321213836,0.026332108,0.088592134,0.160653762,0.022097885,0.848073214,0.689500677,0.689500677,0.217604438,5260000000.0,0.00039096,0.264178536,0.382884393,0.004223388,0.00263323,0.629674251,0.018213735,0.197539075,0.802460925,0.005059021,0.382878571,0.00724749,0.088564822,0.159678757,0.406261597,0.151424288,0.001154474,0.005477826,0.000125535,0.000234514,0.055645161,0.012191002,0.389735646,0.006327954,0.706854084,0.29287354,0.413661052,0.06050214,0.002930161,0.001806993,0.177582209,0.345573211,0.276556022,0.003695335,0.859651136,0.726538042,0.340166471,0.006040858,0.898534702,0.002154288,0.060988402,9170000000.0,6670000000.0,0.593886721,3980000000.0,0.671578537,0.343862488,0.859651136,0.340166471,0.11799321,0.655186433,0.460867292,0.595849072,0.317976729,0.066816005,0,0.768934851,0.000563847,0.623540132,0.606475021,0.836306308,0.28798834,0.026529485,0.563500057,1,0.017506248,3,3
1574,0,0.46165846,0.534234627,0.512447133,0.609009931,0.609009931,0.99903079,0.797287365,0.809201645,0.303216843,0.781385132,0.00018525,0.0,0.46201488,0.000527053,0.0,0.171252792,0.171252792,0.171252792,0.208565756,0.319127113,0.007380855,0.097630486,0.167432402,0.022038829,0.847966221,0.675398626,0.675398626,0.216659987,6230000000.0,0.000436477,0.263894911,0.379242577,0.009186867,0.000983173,0.645893549,0.012233378,0.169604257,0.830395743,0.006507403,0.383016129,0.005567539,0.097594737,0.166480658,0.415367694,0.028485757,0.000839987,0.007526354,459000000.0,0.000177777,0.015967742,0.058740067,0.405678298,0.043318043,0.817444538,0.078888971,0.707107495,0.014611653,0.000933313,0.000538934,0.143705707,0.34217848,0.278268515,0.021656276,0.806854269,0.738369344,0.335032952,0.004674176,0.930222314,0.002164653,0.012853229,0.001031163,0.000117014,0.594160722,5550000000.0,0.67157987,0.084663314,0.806854269,0.335032952,0.118187269,0.645506629,0.45966315,0.572944978,0.315127258,0.031713725,0,0.791028449,0.026718195,0.621849031,0.60901041,0.839508507,0.283651088,0.024366491,0.57408993,1,0.021023807,3,3
1582,0,0.444986106,0.50365242,0.495529739,0.611762925,0.611806166,0.998925064,0.797046237,0.808992679,0.303016717,0.78124857,0.000335924,1240000000.0,0.466873003,0.000739074,0.0,0.161307994,0.161307994,0.161307994,0.203554883,0.320435736,0.007698474,0.093884863,0.160653762,0.022078194,0.84676991,0.689277436,0.689277436,0.21757437,5490000000.0,0.000397498,0.263909675,0.380760776,0.006329465,0.004348168,0.628951316,0.008984215,0.146748496,0.853251504,0.005272201,0.377159275,0.006770986,0.093906232,0.159678757,0.39691569,0.04197901,0.000807523,0.007823514,6740000000.0,6200000000.0,0.017419355,0.009130032,0.390855024,0.01904996,0.752991982,0.102841764,0.149192509,0.014953766,0.004317097,0.001762148,0.044651633,0.345450817,0.279715691,0.005551037,0.280213729,0.732118864,0.328518642,0.046858222,0.923742746,0.002098267,0.029878824,0.000130876,9360000000.0,0.593920439,3630000000.0,0.671575051,0.375466284,0.280213729,0.328518642,0.124437102,0.644398384,0.459529522,0.587388471,0.314837673,0.04550392,0,0.772908885,0.005886934,0.623654633,0.611760575,0.837925614,0.281294868,0.026415313,0.56237711,1,0.024868729,3,3
1588,0,0.483205772,0.53821413,0.532683763,0.612101645,0.61240433,0.999038763,0.797390982,0.809321036,0.303381199,0.781579799,0.000231736,0.000104588,0.461169405,0.000273027,0.0,0.172053432,0.172053432,0.172053432,0.215656613,0.317075759,0.017741277,0.101620389,0.170595767,0.022562732,0.848216887,0.689724063,0.689724063,0.217630746,6560000000.0,0.000447033,0.264496352,0.375461048,0.00749514,0.004603319,0.633459131,0.011353377,0.164132176,0.835867824,0.00527654,0.380126285,0.005365848,0.101641507,0.16964784,0.405626568,0.070464768,0.000413906,0.015308026,4660000000.0,0.000121796,0.025967742,0.011582921,0.394948102,0.012345075,0.778240642,0.367695802,0.500493896,0.056454812,0.00535601,0.002407758,0.124214674,0.340179268,0.277706934,0.005877687,0.718705645,0.734480218,0.333519535,0.009214062,0.9319128,0.002241696,0.023822153,0.000286987,0.000214203,0.593955988,8720000000.0,0.671542061,0.301060762,0.718705645,0.333519535,0.120679614,0.617597828,0.455329907,0.562087551,0.309278464,0.038657558,0,0.797584038,0.001441123,0.623635292,0.612097936,0.840210183,0.283012888,0.029996345,0.568947849,1,0.021850486,3,3
1591,0,0.481207039,0.469417793,0.513143102,0.59667911,0.59667911,0.998883698,0.797144459,0.809037467,0.303274609,0.78141236,0.000134485,4820000000.0,0.466685119,0.000394039,0.0,0.159074628,0.159074628,0.159074628,0.20705304,0.320188159,0.010829287,0.091279212,0.16072908,0.022001565,0.847757129,0.686199142,0.686199142,0.216993424,4580000000.0,0.000404935,0.262883185,0.380844603,0.008677664,0.00535567,0.630380748,0.003201744,0.076578892,0.923421108,0.005374092,0.372689187,0.005413376,0.091300666,0.159746625,0.396951862,0.085457271,0.001523744,0.004152559,9440000000.0,0.000124066,0.022096774,0.015489917,0.387971778,0.013339451,0.776779234,0.2095957,0.307870156,0.10933926,0.00576227,0.008654803,0.066706979,0.353552693,0.277533015,0.007879714,0.807898976,0.73338235,0.328557983,0.00485536,0.912063035,0.001978553,0.029444887,0.000118932,8290000000.0,0.593942609,0.000120761,0.671577799,0.340192353,0.807898976,0.328557983,0.112859344,0.649373585,0.461362942,0.59739774,0.315379311,0.033529228,0,0.752603682,0.004379237,0.623901312,0.596676492,0.837323084,0.27710103,0.026708614,0.564731465,1,0.050237291,3,3
1593,0,0.514649247,0.58008068,0.570426682,0.601507661,0.601514868,0.999070191,0.797512721,0.809427668,0.303528152,0.781696712,2560000000.0,560000000.0,0.469394328,0.0,0.032695617,0.195609119,0.195609119,0.195609119,0.233809209,0.329030204,0.032805481,0.111961567,0.185433456,0.022268527,0.848231639,0.689718321,0.689718321,0.217636344,7640000000.0,0.000466123,0.264434964,0.393101971,0.011240527,0.010513583,0.630612252,0.003783547,0.086434683,0.913565317,0.006361325,0.369637181,0.005365848,0.111681079,0.184397858,0.399497336,0.145427286,0.000785205,0.008054923,0.000458957,0.000590825,0.030645161,0.244710133,0.481332399,0.054425866,0.818013656,0.520361943,0.529821076,0.226131408,0.010705038,0.013495598,0.088631031,0.363704769,0.277038438,0.001736761,0.958049623,0.735862992,0.329488357,0.0,0.943544315,0.003077392,0.005449464,0.000149336,0.000152437,0.593966418,0.000179723,0.671625113,0.12211131,0.958049623,0.329488357,0.110933234,0.728902927,0.484107297,0.630404873,0.325920264,0.026018156,0,0.823008459,0.009041853,0.646042818,0.601502443,0.841815884,0.277522957,0.026791157,0.565158396,1,0.044297325,3,3
1597,0,0.514454249,0.528783253,0.554258793,0.596145808,0.596145808,0.998936272,0.797353077,0.809281326,0.30352936,0.781515238,7340000000.0,3460000000.0,0.472328326,0.000343034,0.0,0.222578062,0.234039863,0.234039863,0.199584003,0.363514183,0.053843943,0.089080694,0.163139263,0.021973199,0.847898673,0.689076123,0.689076123,0.217551321,7350000000.0,0.000422777,0.263495505,0.391453374,0.005254274,0.004343801,0.61882166,0.014859701,0.183571666,0.816428334,0.005025428,0.382404386,0.006883714,0.089151074,0.163773471,0.396265924,0.092953523,0.001748958,0.003616305,0.000232918,7110000000.0,0.032580645,0.052797321,0.387655186,0.100649076,0.742160711,0.207553301,0.239636592,0.175108347,0.004473597,0.010950099,0.084565637,0.355172598,0.276299949,0.002371772,0.433062961,0.731013915,0.332033858,0.045116984,0.9347402,0.002170746,0.010492376,0.000102687,9320000000.0,0.593904552,0.000216982,0.671629707,0.671295633,0.433062961,0.332033858,0.138075413,0.702869186,0.467642243,0.650413388,0.329207498,0.054368525,0,0.792304992,0.48461295,0.623871656,0.596145691,0.839598477,0.28555594,0.025787008,0.468982384,1,0.019133404,3,3
1604,0,0.490030712,0.516572176,0.531184753,0.594437798,0.594437798,0.998909696,0.79723521,0.809170528,0.303379023,0.781417553,7260000000.0,2280000000.0,0.46057556,0.000422042,0.0,0.166027559,0.166027559,0.166027559,0.203271249,0.31608545,0.01704554,0.091116359,0.161030353,0.022293559,0.848115506,0.689548459,0.689548459,0.217610551,6480000000.0,0.000417736,0.264326954,0.374753176,0.004426195,0.003536551,0.627509897,0.016440967,0.190615836,0.809384164,0.004977569,0.387759096,0.005365848,0.091137818,0.160048262,0.400871892,0.062968516,0.000661439,0.009558657,0.000206359,4090000000.0,0.026612903,0.02222875,0.388163994,0.067287305,0.729740866,0.190692097,0.229907734,0.031556637,0.003622676,0.001748489,0.095501974,0.339475366,0.27666205,0.00243248,0.472569347,0.729523299,0.333223488,0.045452023,0.926778526,0.002006676,0.01060527,0.000144372,0.000124002,0.593879507,5510000000.0,0.671579856,0.75625955,0.472569347,0.333223488,0.138920615,0.648528496,0.460027914,0.557389594,0.31602366,0.063932637,0,0.782073863,0.005306307,0.624067461,0.5944339,0.838246443,0.286702524,0.026221138,0.559257411,1,0.018284355,3,3
1609,0,0.454004777,0.472961186,0.493441833,0.574590294,0.574590294,0.998435953,0.796558449,0.808559382,0.303187356,0.780725621,0.000228151,0.000104588,0.462813383,0.000247025,0.0,0.163077831,0.163077831,0.163077831,0.193249504,0.318738063,0.005671764,0.081345167,0.152971304,0.02185711,0.847995572,0.689215631,0.689215631,0.21756994,6110000000.0,0.000427643,0.263842848,0.377864089,0.003497649,0.002273275,0.630250271,0.010091283,0.155394987,0.844605013,0.00499748,0.380782763,0.005365848,0.081733353,0.152658171,0.395504962,0.028485757,0.002339383,0.002702622,0.000120185,1890000000.0,0.015322581,0.008530764,0.377015445,0.057953303,0.728226023,0.081165555,0.119497816,0.056281463,0.002382955,0.004693092,0.063298335,0.342316934,0.276717199,0.003235864,0.38009431,0.729981911,0.329694611,0.081894735,0.919364934,0.001798309,0.014346145,0.000163597,0.000115687,0.593835719,0.000206229,0.671614946,0.808664906,0.38009431,0.329694611,0.131208788,0.657987045,0.461747241,0.572952873,0.31751702,0.079621594,0,0.759678078,0.013034239,0.624025267,0.574587578,0.836509071,0.282097743,0.02672631,0.564828981,1,0.023284179,3,3
1610,0,0.480085799,0.540558221,0.531131217,0.608534283,0.608534283,0.999012996,0.797388077,0.809322078,0.303430263,0.781577553,0.000195541,2940000000.0,0.45897352,0.000474047,0.0,0.175508828,0.175508828,0.175508828,0.215656613,0.312619368,0.020176354,0.100154711,0.170520449,0.02210822,0.847996184,0.68915726,0.68915726,0.217564966,7560000000.0,0.000438948,0.263525033,0.365588093,0.0082552,0.00611426,0.6332879,0.007834286,0.136560148,0.863439852,0.005842889,0.377079871,0.005456639,0.100102594,0.169534726,0.403114588,0.095952024,0.000365212,0.017308735,0.000204257,0.000385057,0.026774194,0.013310224,0.394258384,0.005231291,0.794813589,0.574348102,0.590801071,0.049546749,0.007812492,0.001968677,0.133364342,0.333932235,0.277100336,0.001498364,0.926863762,0.735312073,0.332710649,0.001222602,0.936693157,0.002243734,0.027859176,0.000263519,0.000262219,0.593966363,5990000000.0,0.671561427,0.14180203,0.926863762,0.332710649,0.112196415,0.631298732,0.457109444,0.534798382,0.312553067,0.03519933,0,0.798194735,0.000741724,0.62395516,0.608534224,0.840233622,0.280460528,0.030733954,0.569132178,1,0.02698186,3,3
1612,0,0.518646712,0.566125164,0.566679158,0.61451592,0.614523127,0.999114331,0.797591576,0.809460868,0.303573591,0.781723659,0.000190106,0.000107644,0.467978494,0.000239024,0.228970544,0.196451898,0.196451898,0.196451898,0.228514702,0.326908113,0.019858735,0.109437342,0.185056865,0.022186414,0.848377018,0.69004913,0.69004913,0.217668884,7070000000.0,0.000463827,0.264379016,0.383843747,0.006391244,0.005640765,0.630822523,0.004829517,0.102155576,0.897844424,0.005048342,0.372654518,0.005365848,0.109409351,0.184088681,0.396986695,0.077961019,0.000977955,0.006463237,0.000238268,635000000.0,0.021935484,0.007197098,0.395615205,0.014663509,0.755662657,0.24959437,0.272619054,0.05693221,0.005728018,0.003782987,0.079556312,0.355180846,0.27785767,0.002069617,0.729779523,0.732240333,0.329389385,0.007984889,0.951726509,0.002420112,0.01714987,0.000139565,0.000132846,0.593921719,8170000000.0,0.67155904,0.619156224,0.729779523,0.329389385,0.114113956,0.630977761,0.45633131,0.613240237,0.31286119,0.045080114,0,0.815043029,0.000983017,0.62367995,0.614513534,0.841393814,0.278281824,0.026843748,0.565397276,1,0.03711749,3,3
1617,0,0.506898065,0.538268644,0.551903207,0.599965407,0.599965407,0.99896435,0.797399144,0.809324812,0.303551113,0.781585413,0.000106617,7880000000.0,0.458374642,0.000321032,0.00566859,0.197800346,0.197800346,0.197800346,0.216507516,0.314352409,0.0216737,0.095594821,0.171424268,0.022024685,0.847926,0.689176621,0.689176621,0.217568301,6760000000.0,0.000450601,0.263774468,0.372089341,0.017238012,0.011471802,0.632980028,0.006853975,0.126764821,0.873235179,0.005381517,0.376093477,0.005365848,0.095559138,0.170447176,0.400952275,0.071964018,0.000631004,0.01001806,6340000000.0,0.000110449,0.022419355,0.009641173,0.392053549,0.012097977,0.831956358,0.32295624,0.454827269,0.152884596,0.011852211,0.016115655,0.049972948,0.337244469,0.277219717,0.014252204,0.365741722,0.737801286,0.328488762,0.018263703,0.932720135,0.00226133,0.011389978,0.000257677,0.000185969,0.594035269,0.000234271,0.671449003,0.357268364,0.365741722,0.328488762,0.124675218,0.53883264,0.438446724,0.550525644,0.297581147,0.017018659,0,0.798037251,0.006113363,0.6230665,0.599961505,0.840209743,0.279749736,0.028300288,0.568121999,1,0.029330883,3,3
1627,0,0.461999708,0.529873528,0.51913914,0.596333184,0.597053864,0.99896331,0.797361515,0.809297471,0.303487546,0.781553273,6090000000.0,2560000000.0,0.45474447,0.000774077,0.0,0.195777675,0.195777675,0.195777675,0.211969367,0.311346113,0.049956895,0.095839101,0.166302629,0.022003636,0.847924294,0.689075632,0.689075632,0.217555393,8940000000.0,0.000531429,0.263435671,0.369313736,0.021042056,0.019106361,0.602491404,0.004515817,0.097681168,0.902318832,0.005371478,0.37246887,0.005365848,0.095778983,0.165779353,0.401425197,0.223388306,0.000837958,0.007552825,0.000371637,0.000353284,0.045483871,0.036490754,0.392257072,0.016607927,0.858467801,0.528798976,0.550231828,0.173514058,0.01950731,0.018446341,0.049545952,0.331097042,0.277030288,0.004312218,0.470361764,0.738584184,0.328134163,0.009139792,0.931087777,0.002206891,0.022175787,0.000103555,0.000104821,0.593972209,9590000000.0,0.67159462,0.359413063,0.470361764,0.328134163,0.11802631,0.695196524,0.47270861,0.533894064,0.321856605,0.013931585,0,0.792950989,0.003686459,0.624683503,0.596328936,0.8398326,0.278054081,0.026142344,0.557144421,1,0.038932916,3,3
1632,0,0.459318481,0.478903184,0.511697628,0.602386889,0.602386889,0.998949791,0.797095348,0.809040852,0.303050796,0.781480992,0.000160041,0.000103909,0.462519816,0.000276028,0.0,0.19185875,0.19185875,0.19185875,0.204973055,0.321072363,0.025575873,0.093884863,0.144008436,0.022032223,0.847905002,0.688909579,0.688909579,0.217441652,5350000000.0,0.000399145,0.263502498,0.3810402,0.00459905,0.002656936,0.630203696,0.008680546,0.144178734,0.855821266,0.005452874,0.37821948,0.005365848,0.093930659,0.143435638,0.40083036,0.076461769,0.000911,0.006944842,5540000000.0,0.000198202,0.024354839,0.011248035,0.391522127,0.006890762,0.72202778,0.224321373,0.373383986,0.074051515,0.002695396,0.002648672,0.148204029,0.343985585,0.27620986,0.005270082,0.977766858,0.729623929,0.333797032,0.000701797,0.919577713,0.00206637,0.037197868,0.000179441,0.000109135,0.593878013,9830000000.0,0.671576003,0.201399495,0.977766858,0.333797032,0.111417482,0.64654262,0.459912624,0.580156025,0.315222681,0.061675608,0,0.760320863,0.003993443,0.622968627,0.602387709,0.836824663,0.281074263,0.026676284,0.564543857,1,0.025373816,3,3
